Part_ID,Group,School,Grade,Age,Use,Use_School,Exposure_Score,Exposure_Group,Exposure_Binary,DELE,BESA_Other,BESA_Subj,AoA_ENG,AoA_SPA,Langs,Age_Arrival,Task,Item,Verb,Short_Prop,Property,Structure,Mood_Use,Mood_Freq,DOM_Use,Agr_Use,Comp_Use,Prod_Code,Davies,CORPES,WordList
H5B01,Bilingual HS 5th,GBCS,5,,22,4,2,2 SPA/0 ENG,Monolingual,,11,0,,0,2,,FCT,FCT-35,bailar,Polarity,Polarity indicative,Indicative,0,0,,,,,34174,20774,
H5B01,Bilingual HS 5th,GBCS,5,,22,4,2,2 SPA/0 ENG,Monolingual,,11,0,,0,2,,FCT,FCT-38,bailar,Intensional,Intensional indicative,Indicative,0,0,,,,,34174,20774,
H5B01,Bilingual HS 5th,GBCS,5,,22,4,2,2 SPA/0 ENG,Monolingual,,11,0,,0,2,,FCT,FCT-40,pintar,Intensional,Intensional subjunctive,Subjunctive,1,1,,,,,45606,22466,893704
H5B01,Bilingual HS 5th,GBCS,5,,22,4,2,2 SPA/0 ENG,Monolingual,,11,0,,0,2,,FCT,FCT-41,pintar,DOM,DOM,DOM,,,0,,,,45606,22466,893704
H5B01,Bilingual HS 5th,GBCS,5,,22,4,2,2 SPA/0 ENG,Monolingual,,11,0,,0,2,,FCT,FCT-43,nadar,Polarity,Polarity subjunctive,Subjunctive,0,0,,,,,27224,5128,182321
H5B01,Bilingual HS 5th,GBCS,5,,22,4,2,2 SPA/0 ENG,Monolingual,,11,0,,0,2,,FCT,FCT-45,tratar,Intensional,Intensional subjunctive,Subjunctive,1,1,,,,,590952,203027,9516595
H5B01,Bilingual HS 5th,GBCS,5,,22,4,2,2 SPA/0 ENG,Monolingual,,11,0,,0,2,,FCT,FCT-46,tratar,DOM,DOM,DOM,,,1,,,,590952,203027,9516595
H5B01,Bilingual HS 5th,GBCS,5,,22,4,2,2 SPA/0 ENG,Monolingual,,11,0,,0,2,,FCT,FCT-48,jugar,Intensional,Intensional indicative,Indicative,0,0,,,,,216446,102028,
H5B01,Bilingual HS 5th,GBCS,5,,22,4,2,2 SPA/0 ENG,Monolingual,,11,0,,0,2,,FCT,FCT-50,jugar,Polarity,Polarity indicative,Indicative,0,0,,,,,216446,102028,
H5B01,Bilingual HS 5th,GBCS,5,,22,4,2,2 SPA/0 ENG,Monolingual,,11,0,,0,2,,FCT,FCT-53,entrar,Polarity,Polarity subjunctive,Subjunctive,0,0,,,,,207551,129316,4429528
H5B01,Bilingual HS 5th,GBCS,5,,22,4,2,2 SPA/0 ENG,Monolingual,,11,0,,0,2,,FCT,FCT-54,amar,Intensional,Intensional subjunctive,Subjunctive,0,0,,,,,60260,28864,1318934
H5B01,Bilingual HS 5th,GBCS,5,,22,4,2,2 SPA/0 ENG,Monolingual,,11,0,,0,2,,FCT,FCT-55,amar,DOM,DOM,DOM,,,1,,,,60260,28864,1318934
H5B02,Bilingual HS 5th,GBCS,5,,20,5,0,2 SPA/2 ENG,Bilingual,,13,1,,0,2,,FCT,FCT-02,mirar,Intensional,Intensional subjunctive,Subjunctive,1,1,,,,,186441,197558,3683993
H5B02,Bilingual HS 5th,GBCS,5,,20,5,0,2 SPA/2 ENG,Bilingual,,13,1,,0,2,,FCT,FCT-03,mirar,DOM,DOM,DOM,,,1,,,,186441,197558,3683993
H5B02,Bilingual HS 5th,GBCS,5,,20,5,0,2 SPA/2 ENG,Bilingual,,13,1,,0,2,,FCT,FCT-05,cenar,Polarity,Polarity indicative,Indicative,1,1,,,,,16244,9564,
H5B02,Bilingual HS 5th,GBCS,5,,20,5,0,2 SPA/2 ENG,Bilingual,,13,1,,0,2,,FCT,FCT-08,saltar,Intensional,Intensional indicative,Indicative,0,0,,,,,29237,20606,
H5B02,Bilingual HS 5th,GBCS,5,,20,5,0,2 SPA/2 ENG,Bilingual,,13,1,,0,2,,FCT,FCT-10,llevar,Intensional,Intensional subjunctive,Subjunctive,0,0,,,,,418316,301022,13841181
H5B02,Bilingual HS 5th,GBCS,5,,20,5,0,2 SPA/2 ENG,Bilingual,,13,1,,0,2,,FCT,FCT-11,llevar,DOM,DOM,DOM,,,0,,,,418316,301022,13841181
H5B02,Bilingual HS 5th,GBCS,5,,20,5,0,2 SPA/2 ENG,Bilingual,,13,1,,0,2,,FCT,FCT-13,bajar,Polarity,Polarity subjunctive,Subjunctive,0,0,,,,,284649,62583,1981927
H5B02,Bilingual HS 5th,GBCS,5,,20,5,0,2 SPA/2 ENG,Bilingual,,13,1,,0,2,,FCT,FCT-15,atar,Intensional,Intensional indicative,Indicative,0,0,,,,,6693,9406,
H5B02,Bilingual HS 5th,GBCS,5,,20,5,0,2 SPA/2 ENG,Bilingual,,13,1,,0,2,,FCT,FCT-17,peinar,Intensional,Intensional subjunctive,Subjunctive,0,0,,,,,6151,3173,91504
H5B02,Bilingual HS 5th,GBCS,5,,20,5,0,2 SPA/2 ENG,Bilingual,,13,1,,0,2,,FCT,FCT-18,peinar,DOM,DOM,DOM,,,0,,,,6151,3173,91504
H5B02,Bilingual HS 5th,GBCS,5,,20,5,0,2 SPA/2 ENG,Bilingual,,13,1,,0,2,,FCT,FCT-20,charlar,Polarity,Polarity indicative,Indicative,1,1,,,,,7583,4193,347240
H5B02,Bilingual HS 5th,GBCS,5,,20,5,0,2 SPA/2 ENG,Bilingual,,13,1,,0,2,,FCT,FCT-23,gritar,Intensional,Intensional indicative,Indicative,1,1,,,,,25865,35044,
H5B02,Bilingual HS 5th,GBCS,5,,20,5,0,2 SPA/2 ENG,Bilingual,,13,1,,0,2,,FCT,FCT-25,llamar,Intensional,Intensional subjunctive,Subjunctive,0,0,,,,,303936,207733,8248273
H5B02,Bilingual HS 5th,GBCS,5,,20,5,0,2 SPA/2 ENG,Bilingual,,13,1,,0,2,,FCT,FCT-26,llamar,DOM,DOM,DOM,,,0,,,,303936,207733,8248273
H5B02,Bilingual HS 5th,GBCS,5,,20,5,0,2 SPA/2 ENG,Bilingual,,13,1,,0,2,,FCT,FCT-28,hablar,Polarity,Polarity subjunctive,Subjunctive,0,0,,,,,464270,255835,8432028
H5B02,Bilingual HS 5th,GBCS,5,,20,5,0,2 SPA/2 ENG,Bilingual,,13,1,,0,2,,FCT,FCT-30,usar,Intensional,Intensional indicative,Indicative,1,1,,,,,325514,83172,6925254
H5B02,Bilingual HS 5th,GBCS,5,,20,5,0,2 SPA/2 ENG,Bilingual,,13,1,,0,2,,FCT,FCT-32,cuidar,Intensional,Intensional subjunctive,Subjunctive,0,0,,,,,208160,26928,1534607
H5B02,Bilingual HS 5th,GBCS,5,,20,5,0,2 SPA/2 ENG,Bilingual,,13,1,,0,2,,FCT,FCT-33,cuidar,DOM,DOM,DOM,,,1,,,,208160,26928,1534607
H5B02,Bilingual HS 5th,GBCS,5,,20,5,0,2 SPA/2 ENG,Bilingual,,13,1,,0,2,,FCT,FCT-35,bailar,Polarity,Polarity indicative,Indicative,1,1,,,,,34174,20774,
H5B02,Bilingual HS 5th,GBCS,5,,20,5,0,2 SPA/2 ENG,Bilingual,,13,1,,0,2,,FCT,FCT-38,bailar,Intensional,Intensional indicative,Indicative,0,0,,,,,34174,20774,
H5B02,Bilingual HS 5th,GBCS,5,,20,5,0,2 SPA/2 ENG,Bilingual,,13,1,,0,2,,FCT,FCT-40,pintar,Intensional,Intensional subjunctive,Subjunctive,1,1,,,,,45606,22466,893704
H5B02,Bilingual HS 5th,GBCS,5,,20,5,0,2 SPA/2 ENG,Bilingual,,13,1,,0,2,,FCT,FCT-41,pintar,DOM,DOM,DOM,,,0,,,,45606,22466,893704
H5B02,Bilingual HS 5th,GBCS,5,,20,5,0,2 SPA/2 ENG,Bilingual,,13,1,,0,2,,FCT,FCT-43,nadar,Polarity,Polarity subjunctive,Subjunctive,0,0,,,,,27224,5128,182321
H5B02,Bilingual HS 5th,GBCS,5,,20,5,0,2 SPA/2 ENG,Bilingual,,13,1,,0,2,,FCT,FCT-45,tratar,Intensional,Intensional subjunctive,Subjunctive,1,1,,,,,590952,203027,9516595
H5B02,Bilingual HS 5th,GBCS,5,,20,5,0,2 SPA/2 ENG,Bilingual,,13,1,,0,2,,FCT,FCT-46,tratar,DOM,DOM,DOM,,,0,,,,590952,203027,9516595
H5B02,Bilingual HS 5th,GBCS,5,,20,5,0,2 SPA/2 ENG,Bilingual,,13,1,,0,2,,FCT,FCT-48,jugar,Intensional,Intensional indicative,Indicative,1,1,,,,,216446,102028,
H5B02,Bilingual HS 5th,GBCS,5,,20,5,0,2 SPA/2 ENG,Bilingual,,13,1,,0,2,,FCT,FCT-50,jugar,Polarity,Polarity indicative,Indicative,1,1,,,,,216446,102028,
H5B02,Bilingual HS 5th,GBCS,5,,20,5,0,2 SPA/2 ENG,Bilingual,,13,1,,0,2,,FCT,FCT-53,entrar,Polarity,Polarity subjunctive,Subjunctive,0,0,,,,,207551,129316,4429528
H5B02,Bilingual HS 5th,GBCS,5,,20,5,0,2 SPA/2 ENG,Bilingual,,13,1,,0,2,,FCT,FCT-54,amar,Intensional,Intensional subjunctive,Subjunctive,0,0,,,,,60260,28864,1318934
H5B02,Bilingual HS 5th,GBCS,5,,20,5,0,2 SPA/2 ENG,Bilingual,,13,1,,0,2,,FCT,FCT-55,amar,DOM,DOM,DOM,,,0,,,,60260,28864,1318934
H5B03,Bilingual HS 5th,GBCS,5,,6,3,1,2 SPA/1 ENG,Bilingual,,0,0,,0,2,,FCT,FCT-02,mirar,Intensional,Intensional subjunctive,Subjunctive,0,0,,,,,186441,197558,3683993
H5B03,Bilingual HS 5th,GBCS,5,,6,3,1,2 SPA/1 ENG,Bilingual,,0,0,,0,2,,FCT,FCT-03,mirar,DOM,DOM,DOM,,,1,,,,186441,197558,3683993
H5B03,Bilingual HS 5th,GBCS,5,,6,3,1,2 SPA/1 ENG,Bilingual,,0,0,,0,2,,FCT,FCT-05,cenar,Polarity,Polarity indicative,Indicative,1,1,,,,,16244,9564,
H5B03,Bilingual HS 5th,GBCS,5,,6,3,1,2 SPA/1 ENG,Bilingual,,0,0,,0,2,,FCT,FCT-08,saltar,Intensional,Intensional indicative,Indicative,1,1,,,,,29237,20606,
H5B03,Bilingual HS 5th,GBCS,5,,6,3,1,2 SPA/1 ENG,Bilingual,,0,0,,0,2,,FCT,FCT-10,llevar,Intensional,Intensional subjunctive,Subjunctive,0,0,,,,,418316,301022,13841181
H5B03,Bilingual HS 5th,GBCS,5,,6,3,1,2 SPA/1 ENG,Bilingual,,0,0,,0,2,,FCT,FCT-11,llevar,DOM,DOM,DOM,,,1,,,,418316,301022,13841181
H5B03,Bilingual HS 5th,GBCS,5,,6,3,1,2 SPA/1 ENG,Bilingual,,0,0,,0,2,,FCT,FCT-13,bajar,Polarity,Polarity subjunctive,Subjunctive,0,0,,,,,284649,62583,1981927
H5B03,Bilingual HS 5th,GBCS,5,,6,3,1,2 SPA/1 ENG,Bilingual,,0,0,,0,2,,FCT,FCT-15,atar,Intensional,Intensional indicative,Indicative,1,1,,,,,6693,9406,
H5B03,Bilingual HS 5th,GBCS,5,,6,3,1,2 SPA/1 ENG,Bilingual,,0,0,,0,2,,FCT,FCT-17,peinar,Intensional,Intensional subjunctive,Subjunctive,0,0,,,,,6151,3173,91504
H5B03,Bilingual HS 5th,GBCS,5,,6,3,1,2 SPA/1 ENG,Bilingual,,0,0,,0,2,,FCT,FCT-18,peinar,DOM,DOM,DOM,,,0,,,,6151,3173,91504
H5B03,Bilingual HS 5th,GBCS,5,,6,3,1,2 SPA/1 ENG,Bilingual,,0,0,,0,2,,FCT,FCT-20,charlar,Polarity,Polarity indicative,Indicative,0,0,,,,,7583,4193,347240
H5B03,Bilingual HS 5th,GBCS,5,,6,3,1,2 SPA/1 ENG,Bilingual,,0,0,,0,2,,FCT,FCT-23,gritar,Intensional,Intensional indicative,Indicative,1,1,,,,,25865,35044,
H5B03,Bilingual HS 5th,GBCS,5,,6,3,1,2 SPA/1 ENG,Bilingual,,0,0,,0,2,,FCT,FCT-25,llamar,Intensional,Intensional subjunctive,Subjunctive,1,1,,,,,303936,207733,8248273
H5B03,Bilingual HS 5th,GBCS,5,,6,3,1,2 SPA/1 ENG,Bilingual,,0,0,,0,2,,FCT,FCT-26,llamar,DOM,DOM,DOM,,,0,,,,303936,207733,8248273
H5B03,Bilingual HS 5th,GBCS,5,,6,3,1,2 SPA/1 ENG,Bilingual,,0,0,,0,2,,FCT,FCT-28,hablar,Polarity,Polarity subjunctive,Subjunctive,0,0,,,,,464270,255835,8432028
H5B03,Bilingual HS 5th,GBCS,5,,6,3,1,2 SPA/1 ENG,Bilingual,,0,0,,0,2,,FCT,FCT-30,usar,Intensional,Intensional indicative,Indicative,0,0,,,,,325514,83172,6925254
H5B03,Bilingual HS 5th,GBCS,5,,6,3,1,2 SPA/1 ENG,Bilingual,,0,0,,0,2,,FCT,FCT-32,cuidar,Intensional,Intensional subjunctive,Subjunctive,0,0,,,,,208160,26928,1534607
H5B03,Bilingual HS 5th,GBCS,5,,6,3,1,2 SPA/1 ENG,Bilingual,,0,0,,0,2,,FCT,FCT-33,cuidar,DOM,DOM,DOM,,,0,,,,208160,26928,1534607
H5B03,Bilingual HS 5th,GBCS,5,,6,3,1,2 SPA/1 ENG,Bilingual,,0,0,,0,2,,FCT,FCT-35,bailar,Polarity,Polarity indicative,Indicative,0,0,,,,,34174,20774,
H5B03,Bilingual HS 5th,GBCS,5,,6,3,1,2 SPA/1 ENG,Bilingual,,0,0,,0,2,,FCT,FCT-38,bailar,Intensional,Intensional indicative,Indicative,0,0,,,,,34174,20774,
H5B03,Bilingual HS 5th,GBCS,5,,6,3,1,2 SPA/1 ENG,Bilingual,,0,0,,0,2,,FCT,FCT-40,pintar,Intensional,Intensional subjunctive,Subjunctive,1,1,,,,,45606,22466,893704
H5B03,Bilingual HS 5th,GBCS,5,,6,3,1,2 SPA/1 ENG,Bilingual,,0,0,,0,2,,FCT,FCT-41,pintar,DOM,DOM,DOM,,,0,,,,45606,22466,893704
H5B03,Bilingual HS 5th,GBCS,5,,6,3,1,2 SPA/1 ENG,Bilingual,,0,0,,0,2,,FCT,FCT-43,nadar,Polarity,Polarity subjunctive,Subjunctive,0,0,,,,,27224,5128,182321
H5B03,Bilingual HS 5th,GBCS,5,,6,3,1,2 SPA/1 ENG,Bilingual,,0,0,,0,2,,FCT,FCT-45,tratar,Intensional,Intensional subjunctive,Subjunctive,0,0,,,,,590952,203027,9516595
H5B03,Bilingual HS 5th,GBCS,5,,6,3,1,2 SPA/1 ENG,Bilingual,,0,0,,0,2,,FCT,FCT-46,tratar,DOM,DOM,DOM,,,0,,,,590952,203027,9516595
H5B03,Bilingual HS 5th,GBCS,5,,6,3,1,2 SPA/1 ENG,Bilingual,,0,0,,0,2,,FCT,FCT-48,jugar,Intensional,Intensional indicative,Indicative,1,1,,,,,216446,102028,
H5B03,Bilingual HS 5th,GBCS,5,,6,3,1,2 SPA/1 ENG,Bilingual,,0,0,,0,2,,FCT,FCT-50,jugar,Polarity,Polarity indicative,Indicative,0,0,,,,,216446,102028,
H5B03,Bilingual HS 5th,GBCS,5,,6,3,1,2 SPA/1 ENG,Bilingual,,0,0,,0,2,,FCT,FCT-53,entrar,Polarity,Polarity subjunctive,Subjunctive,1,1,,,,,207551,129316,4429528
H5B03,Bilingual HS 5th,GBCS,5,,6,3,1,2 SPA/1 ENG,Bilingual,,0,0,,0,2,,FCT,FCT-54,amar,Intensional,Intensional subjunctive,Subjunctive,1,1,,,,,60260,28864,1318934
H5B03,Bilingual HS 5th,GBCS,5,,6,3,1,2 SPA/1 ENG,Bilingual,,0,0,,0,2,,FCT,FCT-55,amar,DOM,DOM,DOM,,,1,,,,60260,28864,1318934
H5B04,Bilingual HS 5th,GBCS,5,,11,2,2,2 SPA/0 ENG,Monolingual,,8,4,,0,2,,FCT,FCT-02,mirar,Intensional,Intensional subjunctive,Subjunctive,0,0,,,,,186441,197558,3683993
H5B04,Bilingual HS 5th,GBCS,5,,11,2,2,2 SPA/0 ENG,Monolingual,,8,4,,0,2,,FCT,FCT-03,mirar,DOM,DOM,DOM,,,1,,,,186441,197558,3683993
H5B04,Bilingual HS 5th,GBCS,5,,11,2,2,2 SPA/0 ENG,Monolingual,,8,4,,0,2,,FCT,FCT-05,cenar,Polarity,Polarity indicative,Indicative,1,1,,,,,16244,9564,
H5B04,Bilingual HS 5th,GBCS,5,,11,2,2,2 SPA/0 ENG,Monolingual,,8,4,,0,2,,FCT,FCT-08,saltar,Intensional,Intensional indicative,Indicative,0,0,,,,,29237,20606,
H5B04,Bilingual HS 5th,GBCS,5,,11,2,2,2 SPA/0 ENG,Monolingual,,8,4,,0,2,,FCT,FCT-10,llevar,Intensional,Intensional subjunctive,Subjunctive,0,0,,,,,418316,301022,13841181
H5B04,Bilingual HS 5th,GBCS,5,,11,2,2,2 SPA/0 ENG,Monolingual,,8,4,,0,2,,FCT,FCT-11,llevar,DOM,DOM,DOM,,,1,,,,418316,301022,13841181
H5B04,Bilingual HS 5th,GBCS,5,,11,2,2,2 SPA/0 ENG,Monolingual,,8,4,,0,2,,FCT,FCT-13,bajar,Polarity,Polarity subjunctive,Subjunctive,1,1,,,,,284649,62583,1981927
H5B04,Bilingual HS 5th,GBCS,5,,11,2,2,2 SPA/0 ENG,Monolingual,,8,4,,0,2,,FCT,FCT-15,atar,Intensional,Intensional indicative,Indicative,0,0,,,,,6693,9406,
H5B04,Bilingual HS 5th,GBCS,5,,11,2,2,2 SPA/0 ENG,Monolingual,,8,4,,0,2,,FCT,FCT-17,peinar,Intensional,Intensional subjunctive,Subjunctive,1,1,,,,,6151,3173,91504
H5B04,Bilingual HS 5th,GBCS,5,,11,2,2,2 SPA/0 ENG,Monolingual,,8,4,,0,2,,FCT,FCT-18,peinar,DOM,DOM,DOM,,,1,,,,6151,3173,91504
H5B04,Bilingual HS 5th,GBCS,5,,11,2,2,2 SPA/0 ENG,Monolingual,,8,4,,0,2,,FCT,FCT-20,charlar,Polarity,Polarity indicative,Indicative,0,0,,,,,7583,4193,347240
H5B04,Bilingual HS 5th,GBCS,5,,11,2,2,2 SPA/0 ENG,Monolingual,,8,4,,0,2,,FCT,FCT-23,gritar,Intensional,Intensional indicative,Indicative,0,0,,,,,25865,35044,
H5B04,Bilingual HS 5th,GBCS,5,,11,2,2,2 SPA/0 ENG,Monolingual,,8,4,,0,2,,FCT,FCT-25,llamar,Intensional,Intensional subjunctive,Subjunctive,0,0,,,,,303936,207733,8248273
H5B04,Bilingual HS 5th,GBCS,5,,11,2,2,2 SPA/0 ENG,Monolingual,,8,4,,0,2,,FCT,FCT-26,llamar,DOM,DOM,DOM,,,1,,,,303936,207733,8248273
H5B04,Bilingual HS 5th,GBCS,5,,11,2,2,2 SPA/0 ENG,Monolingual,,8,4,,0,2,,FCT,FCT-28,hablar,Polarity,Polarity subjunctive,Subjunctive,1,1,,,,,464270,255835,8432028
H5B04,Bilingual HS 5th,GBCS,5,,11,2,2,2 SPA/0 ENG,Monolingual,,8,4,,0,2,,FCT,FCT-30,usar,Intensional,Intensional indicative,Indicative,0,0,,,,,325514,83172,6925254
H5B04,Bilingual HS 5th,GBCS,5,,11,2,2,2 SPA/0 ENG,Monolingual,,8,4,,0,2,,FCT,FCT-32,cuidar,Intensional,Intensional subjunctive,Subjunctive,0,0,,,,,208160,26928,1534607
H5B04,Bilingual HS 5th,GBCS,5,,11,2,2,2 SPA/0 ENG,Monolingual,,8,4,,0,2,,FCT,FCT-33,cuidar,DOM,DOM,DOM,,,0,,,,208160,26928,1534607
H5B04,Bilingual HS 5th,GBCS,5,,11,2,2,2 SPA/0 ENG,Monolingual,,8,4,,0,2,,FCT,FCT-35,bailar,Polarity,Polarity indicative,Indicative,0,0,,,,,34174,20774,
H5B04,Bilingual HS 5th,GBCS,5,,11,2,2,2 SPA/0 ENG,Monolingual,,8,4,,0,2,,FCT,FCT-38,bailar,Intensional,Intensional indicative,Indicative,0,0,,,,,34174,20774,
H5B04,Bilingual HS 5th,GBCS,5,,11,2,2,2 SPA/0 ENG,Monolingual,,8,4,,0,2,,FCT,FCT-40,pintar,Intensional,Intensional subjunctive,Subjunctive,1,1,,,,,45606,22466,893704
H5B04,Bilingual HS 5th,GBCS,5,,11,2,2,2 SPA/0 ENG,Monolingual,,8,4,,0,2,,FCT,FCT-41,pintar,DOM,DOM,DOM,,,0,,,,45606,22466,893704
H5B04,Bilingual HS 5th,GBCS,5,,11,2,2,2 SPA/0 ENG,Monolingual,,8,4,,0,2,,FCT,FCT-43,nadar,Polarity,Polarity subjunctive,Subjunctive,1,1,,,,,27224,5128,182321
H5B04,Bilingual HS 5th,GBCS,5,,11,2,2,2 SPA/0 ENG,Monolingual,,8,4,,0,2,,FCT,FCT-45,tratar,Intensional,Intensional subjunctive,Subjunctive,1,1,,,,,590952,203027,9516595
H5B04,Bilingual HS 5th,GBCS,5,,11,2,2,2 SPA/0 ENG,Monolingual,,8,4,,0,2,,FCT,FCT-46,tratar,DOM,DOM,DOM,,,1,,,,590952,203027,9516595
H5B04,Bilingual HS 5th,GBCS,5,,11,2,2,2 SPA/0 ENG,Monolingual,,8,4,,0,2,,FCT,FCT-48,jugar,Intensional,Intensional indicative,Indicative,1,1,,,,,216446,102028,
H5B04,Bilingual HS 5th,GBCS,5,,11,2,2,2 SPA/0 ENG,Monolingual,,8,4,,0,2,,FCT,FCT-50,jugar,Polarity,Polarity indicative,Indicative,1,1,,,,,216446,102028,
H5B04,Bilingual HS 5th,GBCS,5,,11,2,2,2 SPA/0 ENG,Monolingual,,8,4,,0,2,,FCT,FCT-53,entrar,Polarity,Polarity subjunctive,Subjunctive,0,0,,,,,207551,129316,4429528
H5B04,Bilingual HS 5th,GBCS,5,,11,2,2,2 SPA/0 ENG,Monolingual,,8,4,,0,2,,FCT,FCT-54,amar,Intensional,Intensional subjunctive,Subjunctive,0,0,,,,,60260,28864,1318934
H5B04,Bilingual HS 5th,GBCS,5,,11,2,2,2 SPA/0 ENG,Monolingual,,8,4,,0,2,,FCT,FCT-55,amar,DOM,DOM,DOM,,,1,,,,60260,28864,1318934
H5B06,Bilingual HS 5th,GBCS,5,,10,1,0,2 SPA/2 ENG,Bilingual,,12,4,,0,2,,FCT,FCT-02,mirar,Intensional,Intensional subjunctive,Subjunctive,0,0,,,,,186441,197558,3683993
H5B06,Bilingual HS 5th,GBCS,5,,10,1,0,2 SPA/2 ENG,Bilingual,,12,4,,0,2,,FCT,FCT-03,mirar,DOM,DOM,DOM,,,1,,,,186441,197558,3683993
H5B06,Bilingual HS 5th,GBCS,5,,10,1,0,2 SPA/2 ENG,Bilingual,,12,4,,0,2,,FCT,FCT-05,cenar,Polarity,Polarity indicative,Indicative,1,1,,,,,16244,9564,
H5B06,Bilingual HS 5th,GBCS,5,,10,1,0,2 SPA/2 ENG,Bilingual,,12,4,,0,2,,FCT,FCT-08,saltar,Intensional,Intensional indicative,Indicative,0,0,,,,,29237,20606,
H5B06,Bilingual HS 5th,GBCS,5,,10,1,0,2 SPA/2 ENG,Bilingual,,12,4,,0,2,,FCT,FCT-10,llevar,Intensional,Intensional subjunctive,Subjunctive,0,0,,,,,418316,301022,13841181
H5B06,Bilingual HS 5th,GBCS,5,,10,1,0,2 SPA/2 ENG,Bilingual,,12,4,,0,2,,FCT,FCT-11,llevar,DOM,DOM,DOM,,,1,,,,418316,301022,13841181
